TotalBsmtSF,ScreenPorch,PoolArea,BsmtFinSF2,LowQualFinSF,HalfBath,BsmtFinSF1,BedroomAbvGr,OpenPorchSF,BsmtHalfBath,house_Age,GarageCars,GrLivArea,WoodDeckSF,Fireplaces,LotFrontage,MasVnrArea,EnclosedPorch,2ndFlrSF,BsmtUnfSF,BsmtFullBath,3SsnPorch,LotArea,OverallCond,OverallQual,FullBath,KitchenAbvGr,SalePrice,MiscVal,MSSubClass,MSZoning,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,MiscFeature,SaleType,SaleCondition,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,Electrical,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,PavedDrive,PoolQC,Fence
1340,0,0,0,0,0,24,3,30,0,0,2,1340,100,0,73.0,0.0,0,0,1316,0,0,8899,5,7,2,1,181134,0,20,RL,Lvl,Inside,Gilbert,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,New,Partial,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Gd,Typ,,Fin,TA,Y,,
672,0,0,0,0,1,209,3,0,0,28,2,1400,0,1,74.0,203.0,0,728,463,0,0,7844,7,6,1,1,149500,0,60,RL,Lvl,Inside,Sawyer,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,TA,Fin,TA,Y,,
1370,0,0,0,0,1,1128,4,0,0,89,3,2624,0,1,86.0,0.0,0,1254,242,1,0,22420,6,6,2,1,239000,0,70,RL,Lvl,Inside,Crawfor,Feedr,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,,BrkTil,GasW,N,Detchd,,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,TA,FuseA,TA,Typ,Gd,Unf,TA,N,,
756,0,0,0,0,1,312,3,0,0,67,1,1134,0,0,60.0,0.0,0,378,444,1,0,8160,6,5,1,1,126000,0,50,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,N,Detchd,,WD,AdjLand,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,FuseF,TA,Typ,,Unf,TA,P,,
1056,0,0,0,0,0,775,3,85,0,42,1,1056,0,1,65.0,0.0,184,0,281,1,0,8450,6,5,1,1,142000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,SBrkr,TA,Typ,Fa,Unf,TA,Y,,
1344,0,0,0,0,0,1309,2,0,0,11,4,1344,0,0,78.0,200.0,0,0,35,2,0,7060,5,7,2,2,206300,0,90,RM,Lvl,Inside,Mitchel,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Alloca,Reg,Gtl,TA,Gd,Gd,Gd,Gd,GLQ,Unf,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,
1602,0,0,0,0,0,1246,3,0,1,32,2,1602,240,1,70.0,126.0,0,0,356,0,0,16635,7,6,2,1,215000,0,20,RL,Lvl,FR2,NWAmes,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Gd,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
988,0,0,0,0,0,0,2,0,0,54,2,988,0,0,100.0,0.0,0,0,988,0,0,21750,5,5,1,1,113000,0,20,RL,HLS,Inside,Mitchel,Artery,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Mod,TA,TA,TA,TA,No,Unf,Unf,Ex,FuseA,TA,Typ,,RFn,TA,N,,
1470,0,0,0,0,1,986,4,66,0,10,3,2630,0,1,80.0,473.0,0,1160,484,1,0,9200,5,8,2,1,315000,0,60,RL,Lvl,Inside,NoRidge,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
1196,0,0,0,0,0,616,2,44,0,52,1,1196,0,1,72.0,74.0,0,0,580,1,0,9000,5,6,1,1,139000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,LwQ,Unf,Gd,FuseA,TA,Typ,Gd,RFn,TA,Y,,
651,0,0,0,0,1,0,3,0,0,63,1,1389,0,2,60.0,0.0,126,682,651,0,0,3378,8,7,1,1,135000,0,60,RM,HLS,Inside,OldTown,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,Gd,Unf,TA,P,,
1518,396,0,0,0,0,1518,2,0,1,20,2,1644,80,1,70.0,145.0,0,0,0,1,0,12800,5,7,2,1,275000,0,80,RL,Low,Inside,SawyerW,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Mod,Gd,TA,Gd,TA,Gd,GLQ,Unf,Gd,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
907,0,0,0,0,0,288,3,0,0,51,1,907,0,0,77.0,0.0,0,0,619,0,0,8593,6,4,1,1,109008,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
1208,0,0,0,0,0,664,2,54,0,0,2,1208,105,0,64.0,108.0,0,0,544,1,0,6762,5,7,2,1,195400,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,New,Partial,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1392,0,0,0,0,0,1005,3,0,0,21,2,1412,0,1,130.0,0.0,169,0,387,1,0,11457,5,6,2,1,175000,0,20,RL,Lvl,Corner,Timber,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,Mn,GLQ,Unf,TA,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
483,0,0,0,0,1,387,2,0,0,37,1,987,0,0,21.0,232.0,0,504,96,0,0,1680,5,6,1,1,85400,0,160,RM,Lvl,Inside,BrDale,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,,COD,Abnorml,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
901,0,0,0,0,0,0,4,98,0,88,0,1198,0,0,60.0,0.0,0,110,901,0,0,5586,7,6,1,1,79900,0,50,RM,Bnk,Inside,OldTown,Feedr,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,Y,,,ConLD,Abnorml,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,,,N,,MnPrv
765,0,0,0,0,1,471,2,36,0,36,2,1365,240,0,24.0,376.0,0,600,294,1,0,1920,5,5,1,1,122500,0,160,RM,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,SBrkr,TA,Min1,,Unf,TA,Y,,
926,0,0,0,0,1,0,3,36,0,11,2,1604,0,1,100.0,0.0,0,678,926,0,0,10839,5,6,2,1,181000,0,60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,TA,Typ,TA,Fin,TA,Y,,
630,0,0,0,0,0,495,1,0,0,36,0,630,88,0,21.0,0.0,0,0,135,1,0,1890,7,4,1,1,81000,0,180,RM,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,,CBlock,GasA,Y,,,WD,Normal,Reg,Gtl,TA,Gd,Gd,TA,Av,ALQ,Unf,Gd,SBrkr,TA,Typ,,,,Y,,
799,0,0,344,0,1,385,3,61,0,13,2,1661,158,1,43.0,0.0,0,834,70,1,0,10667,6,7,2,1,212000,0,60,RL,Lvl,CulDSac,CollgCr,PosN,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,ConLw,Normal,IR2,Gtl,Gd,TA,Gd,TA,Av,GLQ,ALQ,Ex,SBrkr,Gd,Typ,TA,RFn,TA,Y,,
648,0,0,0,0,0,0,2,0,0,86,2,1118,0,0,40.0,0.0,0,384,648,0,0,4400,8,6,1,1,116000,0,50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,TA,FuseA,TA,Typ,,Unf,TA,Y,,
884,0,0,0,0,0,0,2,0,0,83,1,904,0,0,50.0,0.0,105,0,884,0,0,6000,7,6,1,1,119000,0,45,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Gd,SBrkr,TA,Typ,,Unf,TA,Y,,
440,0,0,0,0,0,365,2,0,0,94,1,694,0,1,40.0,0.0,34,0,75,0,0,4280,6,5,1,1,90350,0,30,RL,Lvl,Inside,Crawfor,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,,PConc,GasA,N,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,SBrkr,Gd,Typ,Gd,Unf,Gd,P,,MnPrv
684,0,0,0,0,0,0,3,46,0,89,2,1196,0,0,67.0,0.0,0,512,684,0,0,12354,8,6,1,1,110000,800,50,RL,Lvl,Corner,Edwards,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,Y,Detchd,Shed,ConLI,Normal,Reg,Gtl,TA,TA,TA,Fa,Mn,Unf,Unf,Gd,SBrkr,Gd,Typ,,Unf,TA,Y,,GdPrv
3094,170,0,539,0,0,1767,2,72,0,1,3,2402,0,2,105.0,200.0,0,0,788,1,0,15431,5,10,2,1,555000,0,20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Ex,TA,Ex,TA,Gd,GLQ,ALQ,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,Y,,
1440,0,0,0,0,0,133,4,0,0,53,0,1440,0,0,92.0,270.0,0,0,1307,0,0,12108,4,4,2,2,118000,0,90,RL,Lvl,Inside,Edwards,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,N,,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,FuseF,Fa,Typ,,,,Y,,
1078,0,0,0,0,0,0,3,0,0,78,2,1573,0,1,52.0,0.0,0,445,1078,0,0,6240,7,5,2,1,162900,0,50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,Gd,Unf,TA,P,,
1258,0,0,0,0,0,0,2,16,0,1,3,1258,144,1,53.0,72.0,0,0,1258,0,0,3922,5,7,2,1,172500,0,120,RL,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,PConc,GasA,Y,Attchd,,New,Partial,Reg,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,Fin,TA,Y,,
915,0,0,0,0,1,642,4,133,0,14,2,1908,144,1,70.0,0.0,0,975,273,1,0,8750,5,7,2,1,210000,0,60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,Gd,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
1436,0,0,0,0,0,0,3,0,0,53,2,1689,0,1,73.0,0.0,0,0,1436,0,0,9855,5,6,1,1,127500,0,20,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,,CBlock,GasA,Y,Attchd,,COD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,SBrkr,TA,Typ,Gd,Unf,TA,Y,,MnPrv
1517,0,0,713,0,1,247,2,0,0,44,2,1888,0,1,137.0,0.0,0,0,557,0,0,16492,6,6,2,1,190000,0,20,RL,Lvl,Corner,NAmes,PosA,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,TA,TA,No,ALQ,Rec,Ex,SBrkr,Gd,Mod,Gd,Fin,TA,Y,,
930,0,0,0,0,1,0,4,0,0,8,2,1886,89,1,70.0,0.0,0,930,930,0,0,11214,5,7,2,1,199900,0,60,RL,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Gd,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
780,0,0,0,0,0,0,3,0,0,69,1,1376,0,1,50.0,0.0,0,596,780,0,0,8600,6,6,2,1,119500,0,50,RM,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,Gd,Unf,TA,N,,
649,0,0,0,0,1,331,2,176,0,59,1,1183,0,0,50.0,0.0,0,504,318,0,0,6000,7,3,1,1,120000,0,50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,SBrkr,TA,Typ,,Unf,TA,Y,,
813,0,0,0,0,0,0,2,113,0,76,1,813,0,0,70.0,0.0,0,0,813,0,0,5684,8,6,1,1,110000,0,30,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,,BrkTil,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,FuseA,Gd,Typ,,Unf,Fa,N,,
1533,0,0,0,0,0,655,2,54,0,31,2,1533,200,2,62.0,0.0,0,0,878,1,0,70761,5,7,2,1,280000,0,20,RL,Low,Inside,ClearCr,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Mod,TA,TA,Gd,TA,Gd,ALQ,Unf,TA,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
872,0,0,0,0,1,742,3,122,0,11,2,1756,144,0,70.0,42.0,0,868,130,1,0,9303,5,6,2,1,204000,0,60,RL,Lvl,Corner,Timber,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Ex,TA,No,ALQ,Unf,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,
768,0,0,0,0,1,0,3,30,0,1,2,1590,0,0,75.0,0.0,0,804,768,0,0,9000,5,8,2,1,210000,0,60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1728,0,0,0,0,0,1606,4,0,0,30,2,1728,0,0,63.0,0.0,0,0,122,2,0,9297,5,5,2,2,188000,0,90,RL,Lvl,Inside,Mitchel,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,,CBlock,GasA,Y,Detchd,,WD,Family,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1242,0,0,0,0,1,916,3,0,0,34,2,1242,0,1,80.0,320.0,0,0,326,0,0,9600,6,7,1,1,175500,0,20,RL,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Fa,SBrkr,TA,Typ,TA,Unf,TA,Y,,
624,0,0,0,0,0,0,4,0,0,92,3,1344,0,0,34.0,0.0,96,720,624,0,0,4571,5,5,1,1,98000,0,70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,,BrkTil,GasA,N,Detchd,,COD,Abnorml,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,SBrkr,TA,Typ,,Unf,Fa,Y,,
1364,0,0,0,0,0,1116,2,137,0,54,2,1663,224,2,70.0,0.0,0,0,248,1,0,53227,6,4,1,1,256000,0,20,RL,Low,CulDSac,ClearCr,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,IR1,Mod,TA,TA,Gd,TA,Gd,BLQ,Unf,Ex,SBrkr,Gd,Min1,Gd,Fin,TA,Y,,
588,0,0,0,0,0,0,3,63,0,83,1,1666,192,1,70.0,0.0,0,833,588,0,0,5100,7,8,1,1,161000,0,70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Fa,SBrkr,Gd,Typ,Gd,Unf,TA,Y,,MnPrv
709,0,0,0,0,0,185,3,0,0,59,1,1203,0,1,70.0,161.0,248,224,524,1,0,7015,4,5,1,1,110000,0,50,RL,Bnk,Corner,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,SBrkr,Gd,Typ,TA,Unf,TA,Y,,
832,0,0,0,0,1,544,3,150,0,0,2,1935,0,0,75.0,110.0,0,1103,288,1,0,8004,5,8,2,1,263435,0,60,FV,Lvl,Inside,Somerst,RRAn,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,BuiltIn,,New,Partial,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,TA,Typ,,Fin,TA,Y,,
560,0,0,210,0,0,350,3,0,0,73,2,1135,256,0,60.0,0.0,0,560,0,1,0,7200,9,7,1,1,155000,0,70,RL,Lvl,Inside,SWISU,Feedr,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,PConc,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,Gd,Gd,Gd,Gd,No,ALQ,BLQ,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,MnPrv
864,0,0,311,0,0,553,3,0,0,44,1,864,0,1,60.0,0.0,236,0,0,0,0,8281,5,5,1,1,62383,0,20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Gtl,TA,TA,TA,TA,No,Rec,BLQ,Gd,SBrkr,TA,Typ,Po,Unf,TA,Y,,GdWo
715,0,0,0,0,1,326,3,0,0,74,1,1660,0,1,74.0,0.0,0,811,389,0,0,11988,7,6,1,1,188700,0,70,RL,HLS,Inside,Crawfor,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,,CBlock,GasA,Y,Detchd,,WD,Normal,IR1,Mod,TA,TA,TA,TA,No,LwQ,Unf,Fa,FuseA,TA,Typ,Gd,Unf,TA,Y,,
1040,0,0,0,0,0,616,3,0,0,31,0,1040,0,0,60.0,136.0,0,0,424,0,0,8430,5,5,2,1,124000,0,20,RL,HLS,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,,,WD,Normal,Reg,Mod,TA,TA,Gd,TA,No,Rec,Unf,TA,SBrkr,TA,Typ,,,,Y,,
1375,0,0,0,0,0,0,2,20,0,2,2,1414,144,1,70.0,18.0,0,0,1375,0,0,3072,5,7,2,1,178740,0,120,RM,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
1277,176,0,0,0,0,778,2,0,0,37,2,1277,0,1,85.0,0.0,0,0,499,1,0,10628,5,7,1,1,167000,0,20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,Gd,TA,Gd,Gd,GLQ,Unf,TA,SBrkr,TA,Typ,Po,Unf,TA,Y,,GdWo
728,0,0,0,0,1,386,3,0,0,65,1,1644,168,2,79.0,224.0,0,756,342,0,0,9480,7,5,1,1,146500,0,70,RL,Lvl,Inside,NAmes,Artery,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,Ex,SBrkr,Gd,Typ,Gd,Unf,TA,Y,,
1626,0,0,0,0,0,0,3,44,0,1,3,1634,0,1,98.0,248.0,0,0,1626,0,0,11428,5,8,2,1,250000,0,20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,SBrkr,Gd,Typ,Gd,RFn,TA,Y,,
832,0,0,0,0,1,426,3,70,0,15,2,1710,144,0,76.0,120.0,0,878,406,0,0,9291,5,6,2,1,187000,0,60,RL,Lvl,Corner,SawyerW,RRNe,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,SBrkr,Gd,Typ,,RFn,TA,Y,,
1488,140,0,1120,0,1,368,1,54,0,25,2,1502,0,0,70.0,0.0,0,0,0,1,0,6820,5,8,1,1,212000,0,120,RL,Lvl,Corner,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,,PConc,GasA,Y,Attchd,,WD,Normal,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,BLQ,TA,SBrkr,Gd,Typ,,RFn,TA,Y,,
808,276,0,0,0,1,0,3,0,0,30,2,1969,0,1,92.0,0.0,0,808,808,0,0,11952,6,7,2,1,190000,0,60,RL,Lvl,Inside,NWAmes,PosA,1Fam,2Story,Mansard,WdShake,WdShing,Plywood,,CBlock,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,TA,SBrkr,TA,Typ,Gd,RFn,TA,Y,,
547,0,0,0,0,0,459,2,28,0,3,2,1072,0,0,35.0,80.0,0,0,88,1,0,3675,5,6,1,1,148000,0,180,RM,Lvl,Inside,Edwards,Norm,TwnhsE,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Basment,,WD,Normal,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,SBrkr,TA,Typ,,RFn,TA,Y,,
1976,0,0,0,0,0,1350,2,63,0,1,3,1976,250,1,110.0,304.0,0,0,626,1,0,14977,5,8,2,1,440000,0,20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,New,Partial,IR1,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,Ex,RFn,TA,Y,,
1494,0,0,0,0,0,1196,2,48,0,7,2,1652,96,0,41.0,0.0,0,0,298,1,0,5330,5,8,2,1,251000,0,120,RL,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,SBrkr,Ex,Typ,,RFn,TA,Y,,
970,192,0,0,0,0,630,2,24,0,44,2,970,0,0,80.0,0.0,0,0,340,1,0,8480,6,5,1,1,132500,0,20,RL,Lvl,Corner,Sawyer,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,CBlock,GasA,Y,Detchd,,WD,Normal,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,SBrkr,TA,Typ,,Unf,TA,Y,,
1478,0,0,0,0,0,994,3,39,0,11,2,1493,140,1,75.0,215.0,0,0,484,1,0,13125,5,6,2,1,208900,0,20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,,WD,Normal,Reg,Mod,TA,TA,Gd,TA,Gd,GLQ,Unf,Ex,SBrkr,Gd,Typ,TA,Fin,TA,Y,,
2153,0,0,0,0,1,0,3,84,0,1,3,2643,414,1,105.0,772.0,0,574,2153,0,0,13693,5,9,2,1,380000,0,60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,,WD,Normal,Reg,Gtl,Ex,TA,Gd,TA,Av,Unf,Unf,Ex,SBrkr,Ex,Typ,Gd,Fin,TA,Y,,
